tensorflow,https://github.com/tensorflow/tensorflow/issues/62205,2023-10-24T08:24:07Z,Bug/Problem when ploting the result of `tf.image.resize`. Solution is given to the problem,YES,<tf.image.resize>,2.13.0,<CUDA version>
tensorflow,https://github.com/tensorflow/tensorflow/issues/62171,2023-10-19T09:39:50Z,TFLite CNN model quantization error,YES,tf.lite,2.14.0,The issue description does not mention a specific CUDA version.
tensorflow,https://github.com/tensorflow/tensorflow/issues/62169,2023-10-19T06:26:51Z,null pointer dereference in split_v,YES,<tf.split_v>,2.14.0,_No response_
tensorflow,https://github.com/tensorflow/tensorflow/issues/62168,2023-10-19T06:23:32Z,null pointer dereference in reduce_prod,YES,<tf.reduce_prod>,<Library Version> 2.14.0,<CUDA version>
tensorflow,https://github.com/tensorflow/tensorflow/issues/62167,2023-10-19T06:20:18Z,null pointer dereference in pad,YES,<tf.pad>,2.14.0,<CUDA version>
tensorflow,https://github.com/tensorflow/tensorflow/issues/62166,2023-10-19T06:16:31Z,null pointer dereference in onehot,YES,<tf.onehot>,2.14.0,_No response_
tensorflow,https://github.com/tensorflow/tensorflow/issues/62165,2023-10-19T03:28:57Z,null pointer dereference in maximum,YES,<tf.maximum>,"<Library Version>
2.14.0",_No response_
tensorflow,https://github.com/tensorflow/tensorflow/issues/62164,2023-10-19T03:23:05Z,null pointer dereference in reshape,YES,tf.IsConstantTensor,2.14.0,_No response_
tensorflow,https://github.com/tensorflow/tensorflow/issues/62163,2023-10-19T03:18:32Z,null pointer dereference in exp,YES,<tf.exp>,2.14.0,<No response>
tensorflow,https://github.com/tensorflow/tensorflow/issues/62162,2023-10-19T03:12:22Z,null pointer dereference in dequantize,YES,<tf.dequantize>,2.14.0,<CUDA version>
tensorflow,https://github.com/tensorflow/tensorflow/issues/62160,2023-10-19T03:03:34Z,null pointer dereference in squeeze,YES,<tf.squeeze>,2.14.0,<CUDA version>
tensorflow,https://github.com/tensorflow/tensorflow/issues/62159,2023-10-19T02:49:08Z,OOB write in relu6,YES,<tf.nn.relu6>,2.14.0,<CUDA version>
tensorflow,https://github.com/tensorflow/tensorflow/issues/62100,2023-10-12T13:41:59Z,Deterministic behavior gets extremely slow with CNNs in TF > 2.13,YES,<tf.config.experimental.enable_op_determinism>,2.14.0,<CUDNN version>
tensorflow,https://github.com/tensorflow/tensorflow/issues/62089,2023-10-11T12:42:52Z,Failed to determine best cudnn convolution algorithm when using mixed_float16 policy,YES,<tf.custom_call>,2.13.0,Google Colab default
tensorflow,https://github.com/tensorflow/tensorflow/issues/62070,2023-10-09T08:36:40Z,tf.truncatemod does not support half and bfloat16 data type,YES,<tf.truncatemod>,2.14.0,No response
tensorflow,https://github.com/tensorflow/tensorflow/issues/62053,2023-10-05T09:51:32Z,Custom Gradient Computation not working in TF 2.14,YES,<tf.Tensor>,2.14.0,No specific CUDA version is mentioned in the description.
tensorflow,https://github.com/tensorflow/tensorflow/issues/62006,2023-09-28T15:49:30Z,tf.train.Checkpoint.restore does not restore the tf.data.Iterator state.,YES,<tf.train.Checkpoint.restore>,2.13.0,11.8
tensorflow,https://github.com/tensorflow/tensorflow/issues/61916,2023-09-19T13:54:42Z,tf.linalg.cholesky output normal value on a complex64 matrix that is not positive definite.,YES,tf.linalg.cholesky,2.13.0,No CUDA version is mentioned in the issue description.
tensorflow,https://github.com/tensorflow/tensorflow/issues/61907,2023-09-19T05:37:10Z,tf.linalg.cholesky fails on half precision,YES,tf.linalg.cholesky,2.13.0,<CUDA version>
tensorflow,https://github.com/tensorflow/tensorflow/issues/61905,2023-09-19T03:52:07Z,FPE in DepthwiseConv2D,YES,<tf.DepthwiseConv2D>,2.14.0,_No response_
tensorflow,https://github.com/tensorflow/tensorflow/issues/61902,2023-09-19T03:35:38Z,FPE in Conv2d,YES,<tf.nn.conv2d>,2.14.0,_No response_
tensorflow,https://github.com/tensorflow/tensorflow/issues/61827,2023-09-10T15:58:12Z,tf.linalg.eigvals outputs UnboundLocalError when receiving a float16 tensor,YES,tf.linalg.eigvals,2.13.0,_No response_
tensorflow,https://github.com/tensorflow/tensorflow/issues/61826,2023-09-10T15:54:18Z,"Inconsistent result between tf.linalg.eigvals and numpy/scipy on a (3,3) tensor",YES,tf.linalg.eigvals,2.13.0,No CUDA version is mentioned in the description.
tensorflow,https://github.com/tensorflow/tensorflow/issues/61821,2023-09-09T10:42:10Z,Does TensorFloat-32 support `tf.compat.v1.nn.depthwise_conv2d_native`? How can I identify whether an op is supported by TensorFloat-32?,YES,<tf.compat.v1.nn.depthwise_conv2d_native>,2.14.0,"The issue description does not mention a specific CUDA version. Therefore, the CUDA version is:

<No response>"
tensorflow,https://github.com/tensorflow/tensorflow/issues/61820,2023-09-09T09:40:31Z,The `mask` dtype should be asserted to be boolean in `tf.compat.v1.boolean_mask` (and `tf.boolean_mask`),YES,"tf.compat.v1.boolean_mask
tf.boolean_mask",2.14.0,The issue description does not mention a specific CUDA version.
tensorflow,https://github.com/tensorflow/tensorflow/issues/61815,2023-09-08T14:16:17Z,Wrong answer from tflite model with certain configurations of depthwise conv2d,YES,"tf.keras.layers.DepthwiseConv2D  
tf.lite.TFLiteConverter  
tf.lite.Interpreter  ",2.13.0,<Cuda version>
tensorflow,https://github.com/tensorflow/tensorflow/issues/61808,2023-09-07T09:13:10Z,Support mathematical operations for boolean tensors in tensorflow like in numpy,YES,<tf.experimental.numpy.array>,2.13.0,_No response_
tensorflow,https://github.com/tensorflow/tensorflow/issues/61800,2023-09-06T11:59:27Z,Incorrect behaviour of `tf.nn.sigmoid` on complex inputs,YES,<tf.nn.sigmoid>,2.14.0,No CUDA version is mentioned in the issue description.
tensorflow,https://github.com/tensorflow/tensorflow/issues/61780,2023-09-03T14:31:11Z,Process aborted when running `tf.gather` and `tf.compat.v1.gather` on GPU with large parameters and indices,YES,"<tf.gather>
<tf.compat.v1.gather>",2.14.0-rc1,No response
tensorflow,https://github.com/tensorflow/tensorflow/issues/61778,2023-09-03T14:26:52Z,Process aborted when running `tf.keras.layers.MaxPooling1D` on GPU with large `pool_size`,YES,"tf.keras.layers.MaxPooling1D  
tf.compat.v1.layers.MaxPooling1D  
tf.compat.v1.keras.layers.MaxPooling1D  ",2.14.0,"The issue description does not explicitly mention a CUDA version. Therefore, based on the provided information, I cannot provide a CUDA version."
tensorflow,https://github.com/tensorflow/tensorflow/issues/61736,2023-08-28T22:43:16Z,tf.data.Dataset.save deadlocks on error ,YES,tf.data.Dataset.save,2.13.0,"The issue description does not explicitly mention a CUDA version. Therefore, I cannot provide a CUDA version from the information given."
tensorflow,https://github.com/tensorflow/tensorflow/issues/61701,2023-08-25T18:38:43Z,tf.math.top_k gradient taping fails when `index_type=tf.int64`,YES,<tf.math.top_k>,2.13.0,cuda_11.8
tensorflow,https://github.com/tensorflow/tensorflow/issues/61697,2023-08-25T12:10:11Z,autograph become so slow in multi gpu and newest tf version,YES,<tf.autograph>,2.14.0,<Cuda version>
tensorflow,https://github.com/tensorflow/tensorflow/issues/61695,2023-08-25T11:32:23Z,Segmentation Fault (Core Dumped) when convert whisper with int8 quantization,YES,<tf.lite.TFLiteConverter>,2.12.0,The issue description does not mention a specific CUDA version.
tensorflow,https://github.com/tensorflow/tensorflow/issues/61652,2023-08-21T04:27:24Z,Check failed when running tensorflow.python.ops.gen_nn_ops.max_pool_grad_with_argmax (colab+local),YES,tf.gen_nn_ops.max_pool_grad_with_argmax,2.13.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61643,2023-08-19T02:33:17Z,Check failure when running tf.keras.layers.RepeatVector,YES,tf.keras.layers.RepeatVector,2.13.0,No CUDA version is mentioned in the issue description.
tensorflow,https://github.com/tensorflow/tensorflow/issues/61642,2023-08-19T02:28:18Z,Check failure when running tf.compat.v1.layers.MaxPooling1D,YES,tf.compat.v1.layers.MaxPooling1D,2.13.0,CUDA version: Not explicitly mentioned in the description.
tensorflow,https://github.com/tensorflow/tensorflow/issues/61639,2023-08-18T13:55:11Z,Softmax overflow issue with a large tensor,YES,tf.math.softmax,2.14.0,11.8
tensorflow,https://github.com/tensorflow/tensorflow/issues/61571,2023-08-15T01:27:36Z,Crash when running tensorflow.python.framework.importer._PopulateTFImportGraphDefOptions,YES,<tf.python.framework.importer._PopulateTFImportGraphDefOptions>,2.13.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61570,2023-08-15T01:25:50Z,Crash when running tensorflow.python.framework.importer._GatherReturnElements,YES,<tf.importer._GatherReturnElements>,2.13.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61562,2023-08-14T23:10:46Z,Floating point exception when running tensorflow.python.ops.gen_array_ops.depth_to_space,YES,<tf.python.ops.gen_array_ops.depth_to_space>,2.13.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61560,2023-08-14T23:03:24Z,Crash when running tensorflow.python.ops.gen_math_ops._histogram_fixed_width,YES,<tf.python.ops.gen_math_ops._histogram_fixed_width>,2.13.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61557,2023-08-14T22:16:47Z,Crash when running tensorflow.python.ops.list_ops.tensor_list_from_tensor,YES,<tf.python.ops.list_ops.tensor_list_from_tensor>,2.13.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61549,2023-08-14T03:02:13Z,"Based on FP16, the network training of resnet50 was carried out, and the existence accuracy randomly converged to 0.76",YES,tf.keras.models.resnet50,2.11.0,_No response_
tensorflow,https://github.com/tensorflow/tensorflow/issues/61547,2023-08-13T06:20:08Z,Segmentation fault when running tensorflow.python.ops.gen_image_ops.resize_bicubic,YES,<tf.python.ops.gen_image_ops.resize_bicubic>,2.13.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61546,2023-08-13T06:13:49Z,Segmentation fault when running tensorflow.python.framework.importer._PopulateTFImportGraphDefOptions,YES,<tf.python.framework.importer._PopulateTFImportGraphDefOptions>,2.11.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61541,2023-08-13T04:45:46Z,Floating point exception when running array_ops.depth_to_space,YES,<tf.array_ops.depth_to_space>,2.11.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61538,2023-08-13T04:11:20Z,tensorflow.python.autograph.operators.data_structures.tf_tensor_list_new,YES,<tf_tensor_list_new>,2.13.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61531,2023-08-12T17:41:26Z,Segmentation fault when running tensorflow.python.framework.kernels.get_registered_kernels_for_op,YES,tf.python.framework.kernels.get_registered_kernels_for_op,2.11.0,11.8.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61390,2023-07-25T19:38:25Z,Output mismatch between direct pass and looped pass through Dense layer,YES,<tf.keras.layers.Dense>,2.11.0,12.0
tensorflow,https://github.com/tensorflow/tensorflow/issues/61344,2023-07-20T20:36:51Z,Unbounded Memory leak when using tf.py_function in tf.data.Dataset.map(),YES,tf.py_function,2.13.0,11.8
tensorflow,https://github.com/tensorflow/tensorflow/issues/61328,2023-07-19T12:58:52Z,Random predictions with intel-tensorflow when OMP_THREAD_LIMIT is set,YES,tf.keras.applications.efficientnet.EfficientNetB0,2.13.0,<CUDA version>
tensorflow,https://github.com/tensorflow/tensorflow/issues/61317,2023-07-18T15:50:06Z,snapshot op wrongly changes data fingerprint ,YES,"tf.data.experimental.make_csv_dataset
tf.data.Dataset.snapshot",2.12.0,There is no specific CUDA version mentioned in the issue description.
