pytorch,https://github.com/pytorch/pytorch/issues/132218,2024-07-31T07:08:42Z,[profiler] CUDA runtime op has wrong device time because of lazy init,torch.profiler.profile,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/132047,2024-07-29T14:57:56Z,Inconsistent behavior of gumbel_softmax on cpu vs. gpu,torch.gumbel_softmax,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/132045,2024-07-29T14:41:45Z,`torch.scatter`'s behavior is different on cpu and gpu on torch 2.5.0.dev20240708+cu121,torch.scatter,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/132041,2024-07-29T13:47:08Z,`torch.nn.functional.max_unpool2d`'s behavior is different on cpu and gpu on torch 2.5.0.dev20240708+cu121,torch.nn.functional.max_unpool2d,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/132031,2024-07-29T11:10:31Z,`torch.cross`'s behavior is different on cpu and gpu on torch 2.5.0.dev20240708+cu121,torch.cross,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/132030,2024-07-29T10:36:08Z,"torch.onnx.is_in_onnx_export(): RuntimeError: 0 INTERNAL ASSERT FAILED at ""../torch/csrc/jit/ir/alias_analysis.cpp"":608, please report a bug to PyTorch. We don't have an op for aten::mul but it isn't a special case.",torch.onnx.is_in_onnx_export,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/132029,2024-07-29T10:29:29Z,torch.QUInt4x2Storage: RuntimeError cuda_dispatch_ptr INTERNAL ASSERT FAILED on torch 2.5.0.dev20240708+cu121,torch.quantize_per_tensor,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/132029,2024-07-29T10:29:29Z,torch.QUInt4x2Storage: RuntimeError cuda_dispatch_ptr INTERNAL ASSERT FAILED on torch 2.5.0.dev20240708+cu121,torch.quint4x2,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/132028,2024-07-29T10:22:26Z,torch.sspaddmm: self.is_sparse() INTERNAL ASSERT FAILED on torch 2.5.0.dev20240708+cu121,torch.sspaddmm,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/131975,2024-07-27T08:19:10Z,torch.compile should not recompiles when `.requires_grad=True` under `torch.no_grad()` context,torch.compile,2.5.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/131805,2024-07-25T20:24:02Z,[Dynamo] Bad accuracy detected for torch.flip on CUDA,torch.flip,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/131654,2024-07-24T14:49:04Z,torch.export.save doesn't support torch.float8_e4m3fn dtype,torch.export.save,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/131515,2024-07-23T20:43:37Z,torch.export.export failed with Dynamic shape on torch.ops.prims.broadcast_in_dim.default,torch.ops.prims.broadcast_in_dim.default,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/131319,2024-07-22T12:50:25Z,"RuntimeError: false INTERNAL ASSERT FAILED at ""../aten/src/ATen/native/BatchLinearAlgebra.cpp"":498",torch.triangular_solve,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/131318,2024-07-22T12:30:51Z,"RuntimeError: INTERNAL ASSERT FAILED at ""../aten/src/ATen/native/sparse/SparseCsrTensorMath.cpp"":1306",torch.sum,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/130975,2024-07-17T19:24:29Z,[torch.export] Torch Export produces incorrect program when python generators are used.,torch.export.export,2.5.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/130920,2024-07-17T09:45:14Z,Inconsistent floating point guards with numpy scalars,torch._dynamo.optimize,2.5.0,12.2
pytorch,https://github.com/pytorch/pytorch/issues/130829,2024-07-16T10:34:24Z,"`unbind_copy` gives unexpected results on 1-dimensional inputs, or 0-dimensional outputs",torch.unbind_copy,2.5.0,12.2
pytorch,https://github.com/pytorch/pytorch/issues/130825,2024-07-16T08:42:42Z,torch.compile fails for complex nested_tensor code,torch.autograd.backward,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/130825,2024-07-16T08:42:42Z,torch.compile fails for complex nested_tensor code,torch.nn.modules.module,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/130825,2024-07-16T08:42:42Z,torch.compile fails for complex nested_tensor code,torch._dynamo.eval_frame,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/130825,2024-07-16T08:42:42Z,torch.compile fails for complex nested_tensor code,torch._dynamo.convert_frame,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/130825,2024-07-16T08:42:42Z,torch.compile fails for complex nested_tensor code,torch._dynamo.utils,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/130825,2024-07-16T08:42:42Z,torch.compile fails for complex nested_tensor code,torch._dynamo.symbolic_convert,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/130825,2024-07-16T08:42:42Z,torch.compile fails for complex nested_tensor code,torch._dynamo.variables.constant,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/130825,2024-07-16T08:42:42Z,torch.compile fails for complex nested_tensor code,torch._dynamo.variables.tensor,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/130701,2024-07-14T22:16:33Z,fx.wrap() doesn't really work for things in torch/*,torch.fx.wrap,2.5.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/130538,2024-07-11T14:01:36Z,"nested_tensor LayerNorm fails with shape (*,*,j1,*) (but works with (*,j1,*,*))",torch.nn.LayerNorm,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/130538,2024-07-11T14:01:36Z,"nested_tensor LayerNorm fails with shape (*,*,j1,*) (but works with (*,j1,*,*))",torch.nested.nested_tensor,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/130538,2024-07-11T14:01:36Z,"nested_tensor LayerNorm fails with shape (*,*,j1,*) (but works with (*,j1,*,*))",torch.nn.functional.layer_norm,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/130538,2024-07-11T14:01:36Z,"nested_tensor LayerNorm fails with shape (*,*,j1,*) (but works with (*,j1,*,*))",torch.layer_norm,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/130394,2024-07-09T23:05:28Z,[Inductor] Incorrect strides for function containing `torch.empty_strided`. Causes output to crash.,torch.empty_strided,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/130152,2024-07-05T16:44:29Z,[export] Running torch._inductor.compile directly on an ExportedProgram fails with non-Tensor inputs,torch._inductor.compile,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/130123,2024-07-04T17:35:35Z,randperm + torch.compile + SAC + CUDA graphs doesn't work,torch.randperm,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/129820,2024-06-29T13:39:37Z,torch.lt with out parameter does not return the correct shape,torch.lt,2.5.0,11.8
pytorch,https://github.com/pytorch/pytorch/issues/129690,2024-06-27T19:31:23Z,[torch.export] Simple model fails to export with dynamic shapes,torch.export,2.5.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/129673,2024-06-27T16:50:19Z,torch compile error with `torch.Tensor.unsqueeze_`,torch.Tensor.unsqueeze_,2.5.0,11.8
pytorch,https://github.com/pytorch/pytorch/issues/129579,2024-06-26T17:13:50Z,scaled_dot_product_attention fails on Ampere arch with head_dim > 128,torch.nn.functional.scaled_dot_product_attention,2.5.0,11.3
pytorch,https://github.com/pytorch/pytorch/issues/129534,2024-06-25T23:53:48Z,Dynamo export: Fake tensor broadcast error,torch.onnx.dynamo_export,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/128961,2024-06-18T14:44:02Z,`torch.compile` fails with `fullgraph=True` when accessing `getitem` of a `Tensor` subclass,torch.compile,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/128944,2024-06-18T10:55:31Z,torch.compile graph break due to unsupported builtin filter function,torch.compile,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/128942,2024-06-18T09:42:57Z,torch.compile graph break with unsupported LOAD_BUILD_CLASS,torch._dynamo,2.5.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/133204,2024-08-12T08:44:05Z,Add nondeterministic alert to `.scatter_`,torch.scatter_,2.5.0,12.5
pytorch,https://github.com/pytorch/pytorch/issues/133176,2024-08-11T00:06:42Z,[torch.fx] _FunctionalizationMetadataProp.propagate method can't use non-tensor args,torch.fx.passes.reinplace._FunctionalizationMetadataProp,2.5.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/133063,2024-08-09T01:45:37Z,torch.compile Parsing error results in error,torch.compile,2.4.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/133062,2024-08-09T01:04:23Z,[Export]`torch.export.export` broken for input of dtype uint16,torch.export.export,2.4.0,N.A
pytorch,https://github.com/pytorch/pytorch/issues/133057,2024-08-09T00:41:41Z,[export],torch.ops.aten.channel_shuffle,2.4.0,N.A
pytorch,https://github.com/pytorch/pytorch/issues/132993,2024-08-08T11:44:56Z,torch.export.unflatten of a submodule used twice creates a strange and maybe incorrect graph,torch.export.export,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/132993,2024-08-08T11:44:56Z,torch.export.unflatten of a submodule used twice creates a strange and maybe incorrect graph,torch.export.unflatten,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/132986,2024-08-08T09:41:51Z,`.eval()` and `.train()` don't set value of `.training` properly on `torch.compile()` module,torch.compile,2.4.0,12.5
pytorch,https://github.com/pytorch/pytorch/issues/132986,2024-08-08T09:41:51Z,`.eval()` and `.train()` don't set value of `.training` properly on `torch.compile()` module,torch.nn.Linear,2.4.0,12.5
pytorch,https://github.com/pytorch/pytorch/issues/132986,2024-08-08T09:41:51Z,`.eval()` and `.train()` don't set value of `.training` properly on `torch.compile()` module,torch.eval,2.4.0,12.5
pytorch,https://github.com/pytorch/pytorch/issues/132986,2024-08-08T09:41:51Z,`.eval()` and `.train()` don't set value of `.training` properly on `torch.compile()` module,torch.train,2.4.0,12.5
pytorch,https://github.com/pytorch/pytorch/issues/132929,2024-08-07T20:59:23Z,Compile + torch.autograd.grad returns no gradients,torch.autograd.grad,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/132928,2024-08-07T20:40:23Z,SparseSemiStructuredTensor fails on H100,torch.sparse.SparseSemiStructuredTensor,2.4.0,12.5
pytorch,https://github.com/pytorch/pytorch/issues/132928,2024-08-07T20:40:23Z,SparseSemiStructuredTensor fails on H100,torch.sparse.to_sparse_semi_structured,2.4.0,12.5
pytorch,https://github.com/pytorch/pytorch/issues/132928,2024-08-07T20:40:23Z,SparseSemiStructuredTensor fails on H100,torch.nn.functional.linear,2.4.0,12.5
pytorch,https://github.com/pytorch/pytorch/issues/132628,2024-08-05T05:36:24Z,set_optimizer_state_dict does not support partial state dict,torch.distributed.checkpoint.state_dict.set_optimizer_state_dict,2.4.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/132628,2024-08-05T05:36:24Z,set_optimizer_state_dict does not support partial state dict,torch.distributed.checkpoint.state_dict.get_optimizer_state_dict,2.4.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/132597,2024-08-04T03:27:37Z,storing std of tensor leads to inplace backwards error,torch.std,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/132397,2024-08-01T10:53:17Z,tensor.to(device) not copying data correctly between two GPUs,torch.tensor.to,2.4.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/132388,2024-08-01T07:27:13Z,`amp.custom_fwd` interacts poorly with custom `autograd.Function` with `setup_context` separated from `forward`,torch.amp.custom_fwd,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/132388,2024-08-01T07:27:13Z,`amp.custom_fwd` interacts poorly with custom `autograd.Function` with `setup_context` separated from `forward`,torch.amp.custom_bwd,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/132388,2024-08-01T07:27:13Z,`amp.custom_fwd` interacts poorly with custom `autograd.Function` with `setup_context` separated from `forward`,torch.autograd.Function,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/132366,2024-08-01T02:09:56Z,PyTorch's Distributed Checkpoint Cannot Save a Parameter of Size 1,torch.distributed.checkpoint,2.4.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/132366,2024-08-01T02:09:56Z,PyTorch's Distributed Checkpoint Cannot Save a Parameter of Size 1,torch.distributed.checkpoint.state_dict,2.4.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/132366,2024-08-01T02:09:56Z,PyTorch's Distributed Checkpoint Cannot Save a Parameter of Size 1,torch.distributed.fsdp,2.4.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/132148,2024-07-30T16:02:14Z,compile: `torch._subclasses.fake_tensor.FakeTensor` does not inherit from user-defined `torch.Tensor` subclass,torch._subclasses.fake_tensor.FakeTensor,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/132020,2024-07-29T07:32:34Z,`torch.Tensor.to` ignores `memory_format` kwarg,torch.Tensor.to,2.4.0,12.5
pytorch,https://github.com/pytorch/pytorch/issues/131976,2024-07-27T08:30:00Z,DistributedCheckpoint's async_save doesn't work with 0-dimensional tensors under FSDP,torch.distributed.checkpoint.async_save,2.4.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/131753,2024-07-25T07:31:48Z,PyTorch complains ```A leaf node was passed to _will_engine_execute_node``` when calculating the gradient of a model warpped by ```FlopCounterMode```.,torch._C._will_engine_execute_node,2.4.0,11.8
pytorch,https://github.com/pytorch/pytorch/issues/131650,2024-07-24T14:23:19Z,"Pytorch 2.4, Cuda 12.4: RuntimeError: device >= 0 && device < num_gpus INTERNAL ASSERT FAILED at ""/opt/conda/conda-bld/pytorch_1720538439675/work/aten/src/ATen/cuda/CUDAContext.cpp"":49, please report a bug to PyTorch. device=, num_gpus=",torch.cuda.get_device_name,2.4.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/131650,2024-07-24T14:23:19Z,"Pytorch 2.4, Cuda 12.4: RuntimeError: device >= 0 && device < num_gpus INTERNAL ASSERT FAILED at ""/opt/conda/conda-bld/pytorch_1720538439675/work/aten/src/ATen/cuda/CUDAContext.cpp"":49, please report a bug to PyTorch. device=, num_gpus=",torch.cuda.device_count,2.4.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/131650,2024-07-24T14:23:19Z,"Pytorch 2.4, Cuda 12.4: RuntimeError: device >= 0 && device < num_gpus INTERNAL ASSERT FAILED at ""/opt/conda/conda-bld/pytorch_1720538439675/work/aten/src/ATen/cuda/CUDAContext.cpp"":49, please report a bug to PyTorch. device=, num_gpus=",torch.cuda.init,2.4.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/131650,2024-07-24T14:23:19Z,"Pytorch 2.4, Cuda 12.4: RuntimeError: device >= 0 && device < num_gpus INTERNAL ASSERT FAILED at ""/opt/conda/conda-bld/pytorch_1720538439675/work/aten/src/ATen/cuda/CUDAContext.cpp"":49, please report a bug to PyTorch. device=, num_gpus=",torch.device,2.4.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/131349,2024-07-22T18:00:00Z,[ONNX] opset 11 aten::index_put generating invalid add ops with None args,torch.index_put,2.4.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/131150,2024-07-19T07:28:19Z,Torch.compile does not recompile when called with different options but the same backend,torch.compile,2.4.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/130931,2024-07-17T14:09:35Z,torch.export.unflatten fails on sequential models,torch.export.unflatten,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/130931,2024-07-17T14:09:35Z,torch.export.unflatten fails on sequential models,torch.export.export,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/130861,2024-07-16T21:29:56Z,torch.fx.Tracer.record_stack_traces is broken in torch 2.4.0,torch.fx.Tracer.record_stack_traces,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/129206,2024-06-21T05:06:44Z,Bug in calling full_tensor() when model is sharded with tensor parallel and FSDP-2,torch.distributed._tensor.api.DTensor,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/129206,2024-06-21T05:06:44Z,Bug in calling full_tensor() when model is sharded with tensor parallel and FSDP-2,torch.distributed.checkpoint.state_dict.get_model_state_dict,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/129206,2024-06-21T05:06:44Z,Bug in calling full_tensor() when model is sharded with tensor parallel and FSDP-2,torch.distributed.checkpoint.save,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/129206,2024-06-21T05:06:44Z,Bug in calling full_tensor() when model is sharded with tensor parallel and FSDP-2,torch.distributed._composable.fsdp.fully_shard,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/129206,2024-06-21T05:06:44Z,Bug in calling full_tensor() when model is sharded with tensor parallel and FSDP-2,torch.distributed.device_mesh.init_device_mesh,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/129206,2024-06-21T05:06:44Z,Bug in calling full_tensor() when model is sharded with tensor parallel and FSDP-2,torch.nn.Parameter.full_tensor,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/129206,2024-06-21T05:06:44Z,Bug in calling full_tensor() when model is sharded with tensor parallel and FSDP-2,torch.distributed.device_mesh,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/129206,2024-06-21T05:06:44Z,Bug in calling full_tensor() when model is sharded with tensor parallel and FSDP-2,torch.distributed.get_rank,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/128556,2024-06-12T21:36:19Z,Dynamo graph breaks when passing a constant value to a nn module initialized within a function,torch._dynamo,2.4.0,12
pytorch,https://github.com/pytorch/pytorch/issues/128381,2024-06-11T01:55:48Z,FP16/BF16 - FP8 mixed matmul causes core dump,torch._inductor.config.force_mixed_mm,2.4.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/127750,2024-06-03T07:47:42Z,aot_function cannot handle index_add,torch.ops.aten.index_add,2.4.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/127196,2024-05-26T15:11:58Z,torch.topk results differ on CPU and CUDA,torch.topk,2.4.0,12.4
pytorch,https://github.com/pytorch/pytorch/issues/126848,2024-05-22T05:15:12Z,torch.compile generates wrong code on CPU and compiled code replaces original function,torch.compile,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/126685,2024-05-20T15:26:30Z,Dynamo fails to export data-dependent `Tensor.tolist`,torch.onnx.dynamo_export,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/126685,2024-05-20T15:26:30Z,Dynamo fails to export data-dependent `Tensor.tolist`,torch.unique,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/126685,2024-05-20T15:26:30Z,Dynamo fails to export data-dependent `Tensor.tolist`,torch.tensor_split,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/126685,2024-05-20T15:26:30Z,Dynamo fails to export data-dependent `Tensor.tolist`,torch._dynamo.export,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/126685,2024-05-20T15:26:30Z,Dynamo fails to export data-dependent `Tensor.tolist`,torch._dynamo.convert_frame._compile,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/126685,2024-05-20T15:26:30Z,Dynamo fails to export data-dependent `Tensor.tolist`,torch._dynamo.variables.tensor.tolist,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/126514,2024-05-17T06:35:31Z,"Weights become NaN with torch.compile optimizer capturable=True, lr=0.0, nn.Embedding",torch.compile,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/126514,2024-05-17T06:35:31Z,"Weights become NaN with torch.compile optimizer capturable=True, lr=0.0, nn.Embedding",torch.nn.Embedding,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/126242,2024-05-14T23:34:30Z,"torch.export 'inline in skipfiles: Signature.bind | bind /usr/lib/python3.10/inspect.py, skipped according trace_rules.lookup SKIP_DIRS'",torch.export,2.4.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/126071,2024-05-13T14:36:52Z,Dynamo Export: Some weights are exported as extra inputs,torch.export.export,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/126071,2024-05-13T14:36:52Z,Dynamo Export: Some weights are exported as extra inputs,torch.onnx.dynamo_export,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/126071,2024-05-13T14:36:52Z,Dynamo Export: Some weights are exported as extra inputs,torch.onnx.export,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/126024,2024-05-12T11:57:46Z,Can not use torch.compile with dynamic=Ture when using multi-threads,torch.compile,2.4.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/125539,2024-05-04T22:27:10Z,`triton` package that ships with torch is not compatible with `torch.ops.matmul`,torch.ops.matmul,2.4.0,11.8
pytorch,https://github.com/pytorch/pytorch/issues/124796,2024-04-23T22:37:21Z,Dynamo Export Support for Qwen/Qwen-7B-Chat: Mutating module attribute _ntk_alpha_cached_list during export,torch._dynamo.export,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/124793,2024-04-23T22:26:35Z,Dynamo Export Support for Google/Gemma-2B: Mutating module attribute inv_freq during export,torch._dynamo.export,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/124714,2024-04-23T07:47:18Z,`torch.distributed` hangs when using `torch.distributed.barrier` before any other communication primitives.,torch.distributed.barrier,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/124550,2024-04-20T17:20:08Z,`torch.func.linearize` fails when linearizing functions of gradients,torch.func.linearize,2.4.0,12.1.1
pytorch,https://github.com/pytorch/pytorch/issues/124507,2024-04-19T18:14:58Z,torch.export of ResNet with dynamic height fails due to constraint violation,torch.export,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/124291,2024-04-17T15:10:19Z,vmap over getitem indexing raises a RunTime error,torch.vmap,2.4.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/124256,2024-04-17T03:59:57Z,"[torch.compile] Conv1d failed: AssertionError: expected size 33==33, stride 1==50 at dim=1",torch.compile,2.4.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/124247,2024-04-17T02:17:21Z,"[torch.compile] torch._dynamo.exc.TorchRuntimeError: Failed running call_function <method 'numpy' of 'torch._C.TensorBase' objects>(*(FakeTensor(..., size=(32, 3, 64, 64)),), **{})",torch.Tensor.numpy,2.4.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/123996,2024-04-13T02:17:21Z,MSE loss triggers ZeroTensor immutable error inside `torch.func`,torch.nn.functional.mse_loss,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/123972,2024-04-12T21:06:00Z,Dynamo export: limited support in Torch.cond,torch.cond,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/123972,2024-04-12T21:06:00Z,Dynamo export: limited support in Torch.cond,torch._dynamo.export,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/123702,2024-04-10T03:45:45Z,Issue with Vulkan Device for nn.Conv2d Operation,torch.nn.Conv2d,2.4.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/123471,2024-04-05T20:04:36Z,Inductor: expected scalar type Long but found Float for int literal,torch.ops._c10d_functional.all_to_all_single,2.4.0,12
pytorch,https://github.com/pytorch/pytorch/issues/123447,2024-04-05T15:04:35Z,dist.barrier() hangs after calling async_save,torch.distributed.checkpoint.async_save,2.4.0,12
pytorch,https://github.com/pytorch/pytorch/issues/123447,2024-04-05T15:04:35Z,dist.barrier() hangs after calling async_save,torch.distributed.barrier,2.4.0,12
pytorch,https://github.com/pytorch/pytorch/issues/123245,2024-04-03T08:19:36Z,torch.overrides.get_overridable_functions list functions that are not overridable via __torch_function__,torch.overrides.get_overridable_functions,2.4.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/123245,2024-04-03T08:19:36Z,torch.overrides.get_overridable_functions list functions that are not overridable via __torch_function__,torch.utils.generate_methods_for_privateuse1_backend,2.4.0,CPU
pytorch,https://github.com/pytorch/pytorch/issues/123122,2024-04-01T20:32:29Z,[torch.export] Unflattened BERT missing positional argument,torch.export.export,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/123122,2024-04-01T20:32:29Z,[torch.export] Unflattened BERT missing positional argument,torch.export.unflatten,2.4.0,12.1
pytorch,https://github.com/pytorch/pytorch/issues/123042,2024-03-30T23:54:19Z,ImportError: cannot import name 'triton_key' from 'triton.compiler.compiler',torch._dynamo.config,2.4.0,12.1
